,Id Resultado,Id Competidor,Nome Competidor,Id Competição,Classe Vela,Pontuação Regata,Flotilha,Posição Geral,Punição,Pontuação Total,Nett,Nome Competição
60,,,STEYAERT/PICON,,49erFX,18.0,G,28,,195.0,161.0,World Championship 2023
61,,,BURSKA/TKADLECOVA,,49erFX,16.0,G,50,,349.0,315.0,World Championship 2023
62,,,BOBECK/NETZLER,,49erFX,2.0,G,1,,74.0,48.0,World Championship 2023
63,,,LOVADINA/COMPAN,,49erFX,15.0,G,29,,190.0,169.0,World Championship 2023
64,,,ICHIHASHI/GOTO,,49erFX,30.0,G,57,,403.0,369.0,World Championship 2023
65,,,ANDERSEN/EDLAND,,49erFX,4.0,G,8,,135.0,109.0,World Championship 2023
66,,,HOFMANN/BARTELHEIMER,,49erFX,10.0,G,23,,212.0,186.0,World Championship 2023
67,,,BRANZ/CARRANZA SAROLI,,49erFX,14.0,G,31,,219.0,185.0,World Championship 2023
68,,,ter HORST/HIN,,49erFX,29.0,G,58,,405.0,371.0,World Championship 2023
69,,,TANAKA/NAGAMATSU,,49erFX,13.0,G,26,,177.0,155.0,World Championship 2023
70,,,BRYANT/McLEAY,,49erFX,28.0,G,38,,244.0,216.0,World Championship 2023
71,,,NOJGAARD/BOJSEN-MOLLER,,49erFX,22.0,G,42,,259.0,229.0,World Championship 2023
72,,,GIUNCHIGLIA/SCHIO,,49erFX,17.0,G,35,,225.0,200.0,World Championship 2023
73,,,TUDELA BALLON/BARRON VELAOCHAGA,,49erFX,28.0,G,56,,391.0,361.0,World Championship 2023
74,,,BERGMANN/WILLE,,49erFX,24.0,G,19,,179.0,153.0,World Championship 2023
75,,,ECHEGOYEN DOMINGUEZ/BARCELO MARTIN,,49erFX,6.0,G,9,,144.0,118.0,World Championship 2023
76,,,GRAEL/KUNZE,,49erFX,11.0,G,12,,162.0,132.0,World Championship 2023
77,,,OMARI/CARRARO,,49erFX,12.0,G,30,,207.0,184.0,World Championship 2023
78,,,HENRIKSSON/JOHANSSON,,49erFX,25.0,G,45,,290.0,264.0,World Championship 2023
79,,,PEYRE/STAMMINGER de MOURA,,49erFX,23.0,G,43,,283.0,254.0,World Championship 2023
80,,,LEWIN LAFRANCE/LEWIN LAFRANCE,,49erFX,8.0,G,13,,164.0,133.0,World Championship 2023
81,,,de MICHELI VITTURI/de MICHELI VITTURI,,49erFX,20.0,G,44,,289.3,259.3,World Championship 2023
82,,,BLACK/TIDEY,,49erFX,9.0,G,5,,125.0,101.0,World Championship 2023
83,,,HENKEL/HORLBECK,,49erFX,19.0,G,40,,247.0,220.0,World Championship 2023
84,,,ROBLE/SHEA,,49erFX,1.0,G,7,,134.0,108.0,World Championship 2023
85,,,BAR AM/TAMIR,,49erFX,27.0,G,53,,364.0,330.0,World Championship 2023
86,,,NAESS/ROENNINGEN,,49erFX,7.0,G,14,,160.0,134.0,World Championship 2023
87,,,BURSKA/TKADLECOVA,,49erFX,25.0,G,50,,349.0,315.0,World Championship 2023
88,,,ter HORST/HIN,,49erFX,27.0,G,58,,405.0,371.0,World Championship 2023
89,,,ANDERSEN/EDLAND,,49erFX,7.0,G,8,,135.0,109.0,World Championship 2023
90,,,TUDELA BALLON/BARRON VELAOCHAGA,,49erFX,26.0,G,56,,391.0,361.0,World Championship 2023
91,,,BRYANT/McLEAY,,49erFX,22.0,G,38,,244.0,216.0,World Championship 2023
92,,,HENRIKSSON/JOHANSSON,,49erFX,24.0,G,45,,290.0,264.0,World Championship 2023
93,,,HOFMANN/BARTELHEIMER,,49erFX,1.0,G,23,,212.0,186.0,World Championship 2023
94,,,FRAS SAMSON/BARRIO GARCIA,,49erFX,9.0,G,21,,202.0,176.0,World Championship 2023
95,,,STEYAERT/PICON,,49erFX,8.0,G,28,,195.0,161.0,World Championship 2023
96,,,ROBLE/SHEA,,49erFX,6.0,G,7,,134.0,108.0,World Championship 2023
97,,,ICHIHASHI/GOTO,,49erFX,31.0,G,57,,403.0,369.0,World Championship 2023
98,,,BOBECK/NETZLER,,49erFX,3.0,G,1,,74.0,48.0,World Championship 2023
99,,,NAESS/ROENNINGEN,,49erFX,4.0,G,14,,160.0,134.0,World Championship 2023
100,,,OMARI/CARRARO,,49erFX,21.0,G,30,,207.0,184.0,World Championship 2023
101,,,LOVADINA/COMPAN,,49erFX,12.0,G,29,,190.0,169.0,World Championship 2023
102,,,NOJGAARD/BOJSEN-MOLLER,,49erFX,23.0,G,42,,259.0,229.0,World Championship 2023
103,,,BERGMANN/WILLE,,49erFX,5.0,G,19,,179.0,153.0,World Championship 2023
104,,,REYNOLDS- SMITH/REYNOLDS-SMITH,,49erFX,14.0,G,48,,326.0,296.0,World Championship 2023
105,,,ECHEGOYEN DOMINGUEZ/BARCELO MARTIN,,49erFX,11.0,G,9,,144.0,118.0,World Championship 2023
106,,,HENKEN/TOBIAS,,49erFX,13.0,G,16,,166.0,140.0,World Championship 2023
